SITUAÇÃO,SUBSTÂNCIA,TOPONÍMIA,MUNICÍPIO,Latitude,Longitude
Garimpo intermitente,Columbita-tantalita,Lavra do Alair,Araçuaí,"-16,729561","-41,918465"
Mina ativa,Columbita-tantalita,Mina da Cachoeira – CBL,Araçuaí-Itinga,"-16,777567","-41,911867"
Garimpo ativo,Columbita-tantalita,Itatiaia I,Conselheiro Pena,"-19,235825","-41,441018"
Garimpo inativo,Columbita-tantalita,Fiote II / Jonas Lima,Conselheiro Pena,"-19,198625","-41,443843"
Garimpo ativo,Columbita-tantalita,Cascalho I,Conselheiro Pena,"-19,215484","-41,428349"
Garimpo inativo,Columbita-tantalita,Eugênio Batista,Conselheiro Pena,"-19,151889","-41,471549"
Garimpo inativo,Columbita-tantalita,Palmital / Agostinho Ferreira,Conselheiro Pena,"-19,104934","-41,438587"
Garimpo inativo,Columbita-tantalita,Faz. do João Bosco,Conselheiro Pena,"-19,011216","-41,524142"
Garimpo ativo,Columbita-tantalita,Telírio,Divino das Laranjeiras,"-18,677657","-41,467486"
Garimpo inativo,Columbita-tantalita,Mineração Alfa,Galiléia,"-18,854998","-41,482808"
Garimpo ativo,Columbita-tantalita,Batista III,Galiléia,"-18,978929","-41,517048"
Garimpo inativo,Columbita-tantalita,Mancha Vermelha,Galiléia / S.G. Baixio,"-18,923085","-41,320087"
Garimpo ativo,Columbita-tantalita,Cara Suja,Goiabeira,"-18,922728","-41,31248"
Garimpo ativo,Columbita-tantalita,Azarias I,Goiabeira,"-19,028171","-41,324344"
Mina inativa,Columbita-tantalita,Lavra do Barreiro,Itinga,"-16,796061","-41,902878"
Mina exaurida,Columbita-tantalita,Lavra do Jenipapo (Lavra Velha),Itinga,"-16,648798","-41,875751"
Mina inativa,Columbita-tantalita,Lavra de Nezinho de Chicão,Itinga,"-16,806061","-41,894283"
Mina inativa,Columbita-tantalita,Lavra do Maxixe,Itinga,"-16,80408","-41,890644"
Mina inativa,Columbita-tantalita,Lavra do Urubu,Itinga,"-16,71542","-41,886277"
Garimpo intermitente,Columbita-tantalita,Lavra da Generosa,Itinga,"-16,744265","-41,895803"
Garimpo ativo,Columbita-tantalita,Lavra do Baixão,Itinga,"-16,715814","-41,837696"
Garimpo inativo,Columbita-tantalita,Passa Bem,Ladainha,"-17,664345","-41,730265"
Garimpo inativo,Columbita-tantalita,Barragem,Ladainha,"-17,634139","-41,746424"
Garimpo inativo,Columbita-tantalita,Xá-Peixe,Malacacheta,"-18,065266","-41,981142"
Garimpo inativo,Columbita-tantalita,Mutuca,Malacacheta,"-18,061097","-41,909418"
Garimpo inativo,Columbita-tantalita,Caracol,Novo Cruzeiro,"-17,262139","-41,909574"
Garimpo inativo,Columbita-tantalita,Topetas/Córrego Jururu,Novo Cruzeiro,"-17,271943","-41,895339"
Garimpo inativo,Columbita-tantalita,Carrapato,Poté,"-17,873357","-41,843117"
Garimpo inativo,Columbita-tantalita,Tanque,Poté,"-17,878783","-41,873305"
Mina ativa,Columbita-tantalita,Mineração Vala Danta,Resplendor,"-19,318686","-41,218209"
Garimpo ativo,Cordierita,Vai e Volta,Virgolândia,"-18,460842","-42,306495"
Garimpo inativo,Cordierita,João Coelho,Virgolândia,"-18,455139","-42,312498"
Garimpo inativo,Cordierita,Sítio São José,Virgolândia,"-18,462243","-42,308536"
Mina ativa,Cordierita,Patrimônio,Santa Maria de Itabira,"-19,345457","-42,964362"
Garimpo ativo,Cordierita,Capoeirana,Nova Era,"-19,700115","-43,082184"
Mina inativa,Cordierita,Danilo,Nova Era,"-19,702524","-43,071806"
Mina ativa,Cordierita,Fogo do Raio,Nova Era,"-19,584933","-43,013692"
Garimpo inativo,Crisoberilo,Córrego do Gil,Caraí,"-17,142007","-41,377417"
Garimpo ativo,Crisoberilo,Córrego São José,Caraí,"-17,131401","-41,474654"
Garimpo inativo,Crisoberilo,Manuel Maciel,Caraí,"-17,20514","-41,424245"
Garimpo inativo,Crisoberilo,Cabeceira Cascalho,Caraí,"-17,230727","-41,542291"
Garimpo inativo,Crisoberilo,Córrego Cilindro I,Novo Oriente de Minas,"-17,117845","-41,333118"
Garimpo inativo,Crisoberilo,Córrego Mandiocal,Novo Oriente de Minas,"-17,119214","-41,328814"
Garimpo ativo,Crisoberilo,Córrego Cilindro II,Novo Oriente de Minas,"-17,119125","-41,32001"
Mina ativa,Crisoberilo,Maria Joana I,Novo Oriente de Minas,"-17,118099","-41,310979"
Mina ativa,Crisoberilo,Maria Joana II,Novo Oriente de Minas,"-17,115019","-41,30228"
Mina ativa,Crisoberilo,Córrego Faísca,Novo Oriente de Minas,"-17,112906","-41,30061"
Mina ativa,Crisoberilo,Faísca,Novo Oriente de Minas,"-17,131139","-41,293882"
Mina inativa,Crisoberilo,Córrego Topazinho,Novo Oriente de Minas,"-17,139843","-41,294261"
Mina ativa,Crisoberilo,Córrego Topazão,Novo Oriente de Minas,"-17,143537","-41,30545"
Garimpo inativo,Crisoberilo,Córrego Limoeiro,Novo Oriente de Minas,"-17,158742","-41,315532"
Mina inativa,Crisoberilo,Córrego Mocororô,Novo Oriente de Minas,"-17,147818","-41,32046"
Mina inativa,Crisoberilo,Moreno,Caraí,"-17,135734","-41,328118"
Garimpo inativo,Crisoberilo,Córrego Macaquinho,Novo Oriente de Minas,"-17,151243","-41,257428"
Garimpo inativo,Crisoberilo,Córrego Curindiba,Novo Oriente de Minas,"-17,17505","-41,271614"
Garimpo inativo,Crisoberilo,Córrego Prata,Novo Oriente de Minas,"-17,178736","-41,277138"
Garimpo inativo,Crisoberilo,Mercúrio,Ataléia,"-18,063484","-41,090364"
Garimpo ativo,Crisoberilo e alexandrita,Garimpo Zeca Barra,Novo Cruzeiro,"-17,546244","-41,964384"
Garimpo ativo,Crisoberilo e alexandrita,Morro Redondo,Novo Cruzeiro,"-17,546222","-41,979086"
Garimpo ativo,Crisoberilo e alexandrita,Córrego Comprido,Catuji,"-17,343874","-41,42781"
Mina inativa,Crisoberilo e alexandrita,Mina Cantagalo,Nova Era,"-19,81965","-43,052272"
Mina,Cromo,Morro das Almas,Bom Sucesso,"-21,106077","-44,759122"
Não explotado,Cromo,Córrego Bateias E Baú,Itabira,"-19,71214","-43,283699"
Não explotado,Cromo,Córrego Bateias (Fazenda Macieira),Itabira,"-19,716585","-43,284533"
Não explotado,Cromo,Córrego Bateias E Baú,Itabira,"-19,717703","-43,288059"
Mina ativa,Cromo,Faz da Serra,Pimenta,"-20,567416","-45,900386"
Mina inativa,Cromo,Fazenda da Serra,Pimenta,"-20,569016","-45,900808"
Mina inativa,Cromo,Serra do Lava-Pés,Piumhi,"-20,502411","-45,925293"
Mina inativa,Cromo,Fazenda Araras,Piumhi,"-20,460679","-45,917479"
Mina,Cromo,Fazenda Caxambu,Piumhi,"-20,500193","-45,925108"
Mina,Cromo,Serra do Lava-Pés,Piumhi,"-20,49436","-45,932886"
Mina ativa,Cromo,Faz Araras,Piumhi,"-20,342137","-45,917052"
Mina,Cromo,Carumbé,Alvorada de Minas,"-18,76297","-43,369531"
Mina,Cromo,Várzea do Rio do Peixe,Alvorada de Minas,"-18,753248","-43,365642"
Mina inativa,Cromo,Córrego da Paca,Alvorada de Minas,"-18,766025","-43,374253"
Mina inativa,Cromo,Rio do Peixe,Alvorada de Minas,"-18,700192","-43,377586"
Mina inativa,Cromo,Fazenda Barro Branco – Córrego da Paca,Alvorada de Minas,"-18,766581","-43,371198"
Mina ativa,Cromo,Rio do Peixe,Alvorada de Minas,"-18,741581","-43,354531"
Mina ativa,Cromo,Rio do Peixe,Alvorada de Minas,"-18,780192","-43,343698"
Mina ativa,Cromo,Várzea do Rio do Peixe,Alvorada de Minas,"-18,748803","-43,36592"
Não explotado,Cromo,Paiol,Dom Joaquim,"-18,971026","-43,257308"
Não explotado,Cromo,Paiol,Dom Joaquim,"-19,018527","-43,286475"
Mina,Cromo,Fazenda do Cri-Cri,Serro,"-18,585191","-43,376753"
Mina,Cromo,Grota da Limeira,Serro,"-18,673074","-43,354938"
Mina ativa,Cromo,A Norte de Serro,Serro,"-18,599523","-43,377733"
Mina ativa,Cromo,Paneleiros,Serro,"-18,59908","-43,373975"
Mina ativa,Cromo,Grota da Limeira,Serro,"-18,681303","-43,373142"
Não explotado,Cromo,Fazenda Cri-Cri,Serro,"-18,589914","-43,367308"
Não explotado,Cromo,Várzea do Rio do Peixe,Serro,"-18,70047","-43,383698"
Garimpo inativo,Diamante,Terra Branca,Bocaiúva,"-17,358727","-43,32914"
Garimpo inativo,Diamante,Terra Branca,Bocaiúva,"-17,256905","-43,415714"
Garimpo inativo,Diamante,Terra Branca,Bocaiúva,"-17,177047","-43,486015"
Garimpo inativo,Diamante,Distrito Sede de Itacambira,Itacambira,"-17,092608","-43,550464"
Garimpo inativo,Diamante,Rio Jequitinhonha,Carbonita,"-17,32101","-43,215917"
Garimpo inativo,Diamante,Cocais,Barão de Cocais,"-19,875124","-43,490457"
Garimpo inativo,Diamante,Rio Jequitinhonha,Olhos-d’Água,"-17,5389","-43,566159"
Garimpo inativo,Diamante,Rio Jequitinhonha,Olhos-d’Água,"-17,685848","-43,592762"
Garimpo inativo,Diamante,Distrito Sede de Olhos-d’Água,Olhos-d’Água,"-17,369967","-43,679094"
Garimpo inativo,Diamante,Três Dias,Olhos-d’Água,"-17,353148","-43,358067"
Garimpo inativo,Diamante,Três Dias,Olhos-d’Água,"-17,321853","-43,34461"
Garimpo inativo,Diamante,Distrito Sede de Francisco Dumont,Francisco Dumont,"-17,331305","-44,241526"
Garimpo inativo,Diamante,Distrito Sede de Francisco Dumont,Francisco Dumont,"-17,371923","-44,153276"
Garimpo inativo,Diamante,Distrito Sede de Francisco Dumont,Francisco Dumont,"-17,343786","-44,260627"
Garimpo inativo,Diamante,Distrito Sede de Francisco Dumont,Francisco Dumont,"-17,326923","-44,239493"
Garimpo inativo,Diamante,Distrito Sede de Francisco Dumont,Francisco Dumont,"-17,322338","-44,24608"
Garimpo inativo,Diamante,Distrito Sede de Francisco Dumont,Francisco Dumont,"-17,323543","-44,177804"
Garimpo inativo,Diamante,Distrito Sede de Francisco Dumont,Francisco Dumont,"-17,347229","-44,170245"
Garimpo inativo,Diamante,Distrito Sede de Francisco Dumont,Francisco Dumont,"-17,365554","-44,158256"
Garimpo inativo,Diamante,Distrito Sede de Francisco Dumont,Francisco Dumont,"-17,377634","-44,176904"
Garimpo inativo,Diamante,Distrito Sede de Datas,Datas,"-18,397033","-43,664947"
Garimpo inativo,Diamante,Distrito Sede de Datas,Datas,"-18,445943","-43,649136"
Garimpo inativo,Diamante,Distrito Sede de Datas,Datas,"-18,470222","-43,652819"
Garimpo inativo,Diamante,Distrito Sede de Datas,Datas,"-18,447764","-43,663892"
Garimpo inativo,Diamante,Distrito Sede de Datas,Datas,"-18,412443","-43,678365"
Garimpo inativo,Diamante,Distrito Sede de Datas,Datas,"-18,407006","-43,650387"
Garimpo inativo,Diamante,Distrito Sede de Datas,Datas,"-18,439903","-43,657515"
Garimpo inativo,Diamante,Distrito Sede de Datas,Datas,"-18,452806","-43,648514"
Garimpo inativo,Diamante,Distrito Sede de Datas,Datas,"-18,424401","-43,644098"
Garimpo inativo,Diamante,Distrito Sede de Datas,Datas,"-18,466953","-43,668384"
Garimpo inativo,Diamante,Rio São Francisco,São Roque de Minas,"-20,330195","-46,405138"
Garimpo inativo,Diamante,Distrito Sede de São Roque de Minas,São Roque de Minas,"-20,171874","-46,24646"
Garimpo inativo,Diamante,Rio São Francisco,São Roque de Minas,"-20,284676","-46,51206"
Garimpo inativo,Diamante,Distrito Sede de Pintópolis,Pintópolis,"-16,176436","-45,26387"
Garimpo inativo,Diamante,Distrito Sede de Pintópolis,Pintópolis,"-16,176436","-45,26387"
Garimpo inativo,Diamante,Distrito de Estrela do Sul,Estrela do Sul,"-18,675524","-47,609443"
Garimpo inativo,Diamante,Distrito de Estrela do Sul,Estrela do Sul,"-18,680917","-47,615732"
Garimpo inativo,Diamante,Distrito de Estrela do Sul,Estrela do Sul,"-18,781388","-47,66875"
Mina ativa,Diamante,São João da Chapada,Diamantina,"-18,013122","-43,767465"
Garimpo inativo,Diamante,São João da Chapada,Diamantina,"-18,056488","-43,78705"
Garimpo inativo,Diamante,São João da Chapada,Diamantina,"-18,086255","-43,750183"
Garimpo inativo,Diamante,São João da Chapada,Diamantina,"-18,061781","-43,780872"
Garimpo ativo,Diamante,São João da Chapada,Diamantina,"-18,06676","-43,782255"
Garimpo inativo,Diamante,Sopa,Diamantina,"-18,174705","-43,706116"
Garimpo ativo,Diamante,Rio Jequitinhonha,Diamantina,"-17,907928","-43,502815"
Garimpo inativo,Diamante,Rio Jequitinhonha,Diamantina,"-17,79166","-43,591794"
Garimpo inativo,Diamante,Rio Jequitinhonha,Diamantina,"-17,828762","-43,478194"
Garimpo inativo,Diamante,Rio Jequitinhonha,Diamantina,"-18,007995","-43,549098"
Garimpo inativo,Diamante,Rio Santo Antônio,Delfinópolis,"-20,264574","-46,863662"
Garimpo inativo,Diamante,Rio Santo Antônio,Delfinópolis,"-20,248399","-46,838584"
Garimpo inativo,Diamante,Rio Bagagem,Estrela do Sul,"-18,708859","-47,705838"
Garimpo ativo,Diamante,Rio Bagagem,Estrela do Sul,"-18,705082","-47,697875"
Garimpo inativo,Diamante,Distrito de Santa Rita da Estrela,Estrela do Sul,"-18,685759","-47,69466"
Garimpo inativo,Diamante,Distrito de Santa Rita da Estrela,Estrela do Sul,"-18,730038","-47,695598"
Garimpo inativo,Diamante,Distrito de Santa Rita da Estrela,Estrela do Sul,"-18,688488","-47,697716"
Garimpo inativo,Diamante,Rio Bagagem,Estrela do Sul,"-18,725819","-47,696337"
Garimpo inativo,Diamante,Rio Bagagem,Estrela do Sul,"-18,712615","-47,692707"
Garimpo inativo,Diamante,Distrito Sede de João Pinheiro,João Pinheiro,"-17,851479","-45,792584"
Garimpo inativo,Diamante,Olhos-D’Água do Oeste,João Pinheiro,"-17,63618","-45,659666"
Garimpo inativo,Diamante,Olhos-D’Água do Oeste,João Pinheiro,"-17,553906","-45,705913"
Garimpo inativo,Diamante,Rio Abaeté,São Gonçalo do Abaeté,"-18,094211","-45,323536"
Garimpo inativo,Diamante,Canoeiros,São Gonçalo do Abaeté,"-18,093357","-45,424453"
Mina ativa,Diamante,Rio Abaeté,São Gonçalo do Abaeté,"-18,248091","-45,667476"
Garimpo inativo,Diamante,Distrito Sede de Uberaba,Uberaba,"-19,704383","-48,13748"
Garimpo inativo,Diamante,Santa Isabel de Minas,São Francisco,"-15,841156","-45,19687"
Garimpo inativo,Diamante,Cór. Confusão,São Gotardo,"-19,28679","-46,031829"
Garimpo ativo,Diamante,Distrito Sede de Frutal,Frutal,"-20,125162","-48,762398"
Garimpo inativo,Diamante,Rio Dourados,Abadia dos Dourados,"-18,467801","-47,443717"
Garimpo inativo,Diamante,Rio Dourados,Abadia dos Dourados,"-18,462516","-47,445923"
Garimpo inativo,Diamante,Rio Dourados,Abadia dos Dourados,"-18,472336","-47,428136"
Garimpo inativo,Diamante,Distrito Sede de Aiuruoca,Aiuruoca,"-21,985331","-44,597402"
Garimpo inativo,Diamante,Rio São Francisco,Vargem Bonita,"-20,355412","-46,310721"
Garimpo inativo,Diamante,Distrito Sede de Capetinga,Capetinga,"-20,62626","-47,067296"
Garimpo ativo,Diamante,Distrito Sede de Capetinga,Capetinga,"-20,626155","-47,045805"
Mina ativa,Diamante,Rib. das Pedras,Capetinga,"-20,632266","-47,044095"
Mina inativa,Diamante,Cor. Cachoeira,São Roque de Minas,"-20,342609","-46,550237"
Garimpo inativo,Diamante,Rio São Francisco,São Roque de Minas,"-20,321917","-46,509549"
Garimpo inativo,Diamante,Rio São Francisco,São Roque de Minas,"-20,339661","-46,451774"
Garimpo inativo,Diamante,Distrito Sede de Santa Efigênia de Minas,Santa Efigênia de Minas,"-18,834744","-42,383616"
Garimpo inativo,Diamante,São João da Chapada,Diamantina,"-18,264811","-43,694714"
Garimpo inativo,Diamante,Guinda,Diamantina,"-18,251446","-43,682803"
Garimpo inativo,Diamante,Sopa,Diamantina,"-18,208663","-43,663836"
Garimpo inativo,Diamante,Sopa,Diamantina,"-18,228273","-43,67702"
Garimpo inativo,Diamante,Sopa,Diamantina,"-18,228095","-43,6774"
Garimpo inativo,Diamante,Guinda,Diamantina,"-18,237145","-43,679317"
Garimpo inativo,Diamante,Guinda,Diamantina,"-18,238005","-43,686214"
Garimpo inativo,Diamante,Guinda,Diamantina,"-18,261914","-43,68594"
Garimpo inativo,Diamante,Guinda,Diamantina,"-18,242478","-43,673035"
Garimpo inativo,Diamante,Guinda,Diamantina,"-18,263794","-43,69127"
Garimpo inativo,Diamante,Guinda,Diamantina,"-18,276074","-43,689901"
Garimpo inativo,Diamante,Guinda,Diamantina,"-18,335337","-43,80428"
Garimpo inativo,Diamante,Sopa,Diamantina,"-18,223263","-43,724339"
Garimpo inativo,Diamante,Sopa,Diamantina,"-18,222165","-43,695505"
Garimpo inativo,Diamante,São João da Chapada,Diamantina,"-18,112365","-43,64495"
Garimpo inativo,Diamante,Sopa,Diamantina,"-18,201027","-43,696608"
Garimpo inativo,Diamante,Sopa,Diamantina,"-18,208975","-43,709314"
Garimpo inativo,Diamante,Conselheiro Mata,Diamantina,"-18,181167","-43,840836"
Garimpo inativo,Diamante,Cons. Mata,Diamantina,"-18,330666","-43,938916"
Garimpo inativo,Diamante,Conselheiro Mata,Diamantina,"-18,260351","-43,913521"
Garimpo inativo,Diamante,Extração,Diamantina,"-18,294324","-43,522138"
Garimpo inativo,Diamante,Extração,Diamantina,"-18,272098","-43,493479"
Garimpo inativo,Diamante,Rio Jequitinhonha/Extração,Diamantina,"-18,287383","-43,442327"
Garimpo inativo,Diamante,Extração,Diamantina,"-18,278881","-43,494272"
Garimpo inativo,Diamante,Extração,Diamantina,"-18,247039","-43,495511"
Garimpo ativo,Diamante,Extração,Diamantina,"-18,263122","-43,478217"
Garimpo inativo,Diamante,Extração,Diamantina,"-18,263122","-43,478235"
Garimpo inativo,Diamante,Extração,Diamantina,"-18,302562","-43,518332"
Garimpo inativo,Diamante,Extração,Diamantina,"-18,247373","-43,398904"
Garimpo inativo,Diamante,Extração,Diamantina,"-18,298321","-43,544113"
Garimpo inativo,Diamante,Extração,Diamantina,"-18,302733","-43,518534"
Garimpo inativo,Diamante,Itaipava,Diamantina,"-18,314914","-43,470466"
Garimpo inativo,Diamante,Rio Jequitinhonha,Diamantina,"-18,135975","-43,511283"
Garimpo inativo,Diamante,Rio Jequitinhonha,Diamantina,"-17,635365","-43,610071"
Garimpo inativo,Diamante,Rio Jequitinhonha,Diamantina,"-17,507471","-43,495396"
Garimpo inativo,Diamante,Rio Jequitinhonha,Diamantina,"-17,827117","-43,583968"
Garimpo inativo,Diamante,Rio Jequitinhonha,Diamantina,"-17,557324","-43,456456"
Garimpo inativo,Diamante,Cór. Confusão,Matutina,"-19,174685","-46,052832"
Garimpo inativo,Diamante,Rio Abaeté,Tiros,"-18,896705","-45,979194"
Garimpo inativo,Diamante,Distrito Sede de Tiros,Tiros,"-18,847384","-45,652577"
Garimpo inativo,Diamante,Distrito Sede de Tiros,Tiros,"-18,729372","-45,894133"
Garimpo inativo,Diamante,Distrito Sede de Tiros,Tiros,"-18,806748","-45,95234"
Garimpo inativo,Diamante,Distrito Sede de Tiros,Tiros,"-18,987818","-45,703185"
Garimpo inativo,Diamante,Distrito Sede de Tiros,Tiros,"-18,967041","-45,936385"
Garimpo inativo,Diamante,Distrito Sede de Tiros,Tiros,"-18,831708","-45,910579"
Garimpo inativo,Diamante,Distrito Sede de Tiros,Tiros,"-18,809636","-45,764366"
Mina ativa,Diamante,Rio Borrachudo,Tiros,"-18,59897","-45,673521"
Garimpo inativo,Diamante,Canastrão,Tiros,"-18,515897","-45,803353"
Garimpo ativo,Diamante,Rio Abaeté,Tiros,"-18,538909","-45,800438"
Garimpo inativo,Diamante,Canastrão,Tiros,"-18,656323","-45,70769"
Garimpo inativo,Diamante,Rio Indaiá,Biquinhas,"-18,684934","-45,569764"
Garimpo inativo,Diamante,Distrito Sede de Biquinhas,Biquinhas,"-18,760795","-45,62938"
Garimpo inativo,Diamante,Distrito Sede de Morada Nova de Minas,Morada Nova de Minas,"-18,47162","-45,620505"
Garimpo inativo,Diamante,Andrequicé,Três Marias,"-18,318091","-45,073341"
Garimpo inativo,Diamante,Pico do Itambé,Santo Antônio do Itambé,"-18,398195","-43,327667"
Garimpo inativo,Diamante,São Gonçalo do Rio das Pedras,Serro,"-18,429396","-43,414111"
Garimpo inativo,Diamante,São Gonçalo do Rio das Pedras,Serro,"-18,297388","-43,415472"
Garimpo inativo,Diamante,São Gonçalo do Rio das Pedras,Serro,"-18,335778","-43,458266"
Garimpo inativo,Diamante,Rio Jequitinhonha,Couto de Magalhães de Minas,"-18,045294","-43,552382"
Garimpo inativo,Diamante,Distrito Sede de Couto de Magalhães de Minas,Couto de Magalhães de Minas,"-18,291021","-43,356979"
Garimpo inativo,Diamante,Rio Jequitinhonha,Turmalina,"-17,252698","-43,083143"
Garimpo ativo,Diamante,Váu,Cristália,"-16,591563","-42,887307"
Garimpo inativo,Diamante,Serra Nova,Rio Pardo de Minas,"-15,637578","-42,633785"
Garimpo inativo,Diamante,Rio Mosquito,Serranópolis de Minas,"-15,813927","-42,794557"
Garimpo ativo,Diamante,Distrito Sede de Jequitaí,Jequitaí,"-17,233295","-44,419293"
Garimpo inativo,Diamante,Rio Jequitaí,Jequitaí,"-17,234479","-44,445156"
Garimpo inativo,Diamante,Rio Jequitaí,Jequitaí,"-17,272617","-44,372469"
Garimpo inativo,Diamante,Terraço Rio Jequitaí,Jequitaí,"-17,2416","-44,441344"
Garimpo inativo,Diamante,Distrito Sede de Jequitaí,Jequitaí,"-17,234972","-44,430481"
Garimpo inativo,Diamante,Distrito Sede de Jequitaí,Jequitaí,"-17,233198","-44,386815"
Garimpo inativo,Diamante,Distrito Sede de Jequitaí,Jequitaí,"-17,243153","-44,378984"
Garimpo inativo,Diamante,Distrito Sede de Jequitaí,Jequitaí,"-17,240946","-44,433585"
Garimpo ativo,Diamante,Rio Jequitaí,Jequitaí,"-17,223555","-44,44741"
Garimpo inativo,Diamante,Distrito Sede de Buritizeiro,Buritizeiro,"-17,357339","-44,953379"
Garimpo ativo,Diamante,Paredão de Minas,Buritizeiro,"-17,138557","-45,421066"
Garimpo inativo,Diamante,Distrito de Quintinos,Carmo do Paranaíba,"-18,755527","-45,947035"
Garimpo inativo,Diamante,Rio Araguari,Lagamar,"-18,221285","-46,879685"
Garimpo inativo,Diamante,Distrito Sede de Varjão de Minas,Varjão de Minas,"-18,551885","-45,80716"
Garimpo inativo,Diamante,Distrito Sede de Varjão de Minas,Varjão de Minas,"-18,57531","-45,817799"
Garimpo inativo,Diamante,Pindaíbas,Patos de Minas,"-18,710409","-46,138345"
Garimpo ativo,Diamante,Distrito Sede de Perdizes,Perdizes,"-19,238625","-47,386901"
Garimpo ativo,Diamante,Distrito Sede de Nova Ponte,Nova Ponte,"-19,10884","-47,763477"
Garimpo ativo,Diamante,Rio Araguari,Nova Ponte,"-19,091783","-47,764733"
Mina ativa,Diamante,Distrito Sede de Romaria,Romaria,"-18,880707","-47,580045"
Garimpo inativo,Diamante,Distrito Sede de Romaria,Romaria,"-18,832321","-47,651459"
Mina inativa,Diamante,Distrito Sede de Romaria,Romaria,"-18,879855","-47,584149"
Garimpo inativo,Diamante,Distrito Sede de Romaria,Romaria,"-18,856753","-47,632616"
Garimpo inativo,Diamante,Distrito Sede de Romaria,Romaria,"-18,859288","-47,594202"
Garimpo ativo,Diamante,Distrito de Dolearina,Estrela do Sul,"-18,591046","-47,735789"
Garimpo inativo,Diamante,Distrito de Dolearina,Estrela do Sul,"-18,583992","-47,759406"
Garimpo inativo,Diamante,Distrito de Dolearina,Estrela do Sul,"-18,634136","-47,698382"
Garimpo inativo,Diamante,Distrito de Chapada de Minas,Estrela do Sul,"-18,579205","-47,75147"
Garimpo inativo,Diamante,Distrito de Chapada de Minas,Estrela do Sul,"-18,594676","-47,731425"
Garimpo inativo,Diamante,Bairro Pastinho,Grão Mogol,"-16,565437","-42,899115"
Garimpo ativo,Diamante,Distrito Sede de Grão Mogol,Grão Mogol,"-16,546999","-42,952943"
Garimpo inativo,Diamante,Distrito Sede de Grão Mogol,Grão Mogol,"-16,310558","-42,827384"
Garimpo inativo,Diamante,Ponte de Cristália,Grão Mogol,"-16,596409","-42,906368"
Garimpo inativo,Diamante,Distrito Sede de Grão Mogol,Grão Mogol,"-16,553946","-42,885891"
Garimpo inativo,Diamante,Distrito Sede de Grão Mogol,Grão Mogol,"-16,558798","-42,91736"
Garimpo inativo,Diamante,Rio São Francisco,Nanuque,"-17,932504","-40,325983"
Mina ativa,Dolomito,Belvedere,Belo Horizonte,"-19,96473","-43,925293"
Mina ativa,Dolomito,Belvedere,Belo Horizonte,"-19,966751","-43,928502"
Mina ativa,Dolomito,Distrito-sede de Paracatu,Paracatu,"-17,426475","-46,756139"
Mina ativa,Dolomito,Distrito de Tejuco,Januária,"-15,538904","-44,589936"
"Mina, Usina de tratamento de sulfetado, Mina paralisada, Usina Ativa","Enxofre (Ácido sulfúrico), Sulfetos metálicos",Mina Morro do Níquel,Fortaleza de Minas,"-20,900082","-46,713439"
"Usina de tratamento de Minério sulfetado, Usina Ativa","Enxofre (Ácido sulfúrico), Sulfetos metálicos",Usina de Queiroz,Nova Lima,"-19,967888","-43,830148"
"Usina de tratamento de Minério sulfetado, Usina Ativa","Enxofre (Ácido sulfúrico), Sulfetos metálicos",Usina da Nexa de Três Marias,Três Marias,"-18,189996","-45,239684"
"Usina de tratamento de Minério sulfetado, Usina Ativa","Enxofre (Ácido sulfúrico), Sulfetos metálicos",Usina da Nexa de Juiz de Fora,Juiz de Fora,"-21,703988","-43,476603"
Mina ativa,"Enxofre (Ácido sulfúrico), Sulfetos metálicos",Mina de Cuiabá,Sabará,"-19,866948","-43,743392"
Mina ativa,"Enxofre (Ácido sulfúrico), Sulfetos metálicos",Mina de Lamego,Sabará,"-19,909085","-43,773147"
Mina ativa,"Enxofre (Ácido sulfúrico), Sulfetos metálicos",Mina Córrego do Sítio,Santa Bárbara,"-20,023974","-43,508813"
Mina ativa,"Enxofre (Ácido sulfúrico), Sulfetos metálicos","Mina Vazante, Morro da Usina, Serra do Poço Verde",Vazante,"-17,962331","-46,851953"
Mina ativa,"Enxofre (Ácido sulfúrico), Sulfetos metálicos",Mina Morro Agudo,Paracatu,"-17,345458","-46,822607"
Mina ativa,Esmeralda,Itatiaia I,Conselheiro Pena,"-19,235825","-41,441018"
Garimpo ativo,Esmeralda,Capoeirana,Nova Era,"-19,700564","-43,082779"
Mina ativa,Esmeralda,Mina Belmont,Itabira,"-19,673614","-43,120835"
Mina ativa,Esmeralda,Mina Piteiras,Itabira,"-19,692941","-43,09646"
Garimpo ativo,Esmeralda,Córrego das Flores,Santa Maria de Itabira,"-19,371691","-43,059598"
Mina ativa,Esmeralda,Esmeralda de Ferros,Ferros,"-19,337102","-42,892889"
Garimpo ativo,Esmeralda,Fazenda Limeira,Santa Maria de Itabira,"-19,482158","-42,980355"
Garimpo inativo,Esmeralda,Córrego das Pedras,Santa Maria de Itabira,"-19,478276","-42,991128"
Garimpo inativo,Esmeralda,Barro Branco,Ferros,"-19,294164","-42,823815"
Mina inativa,Esmeralda,Mina Cantagalo,Nova Era,"-19,81965","-43,052272"
Mina ativa,Esmeralda,Mineração Itaitinga,Antônio Dias,"-19,548494","-43,028469"
Mina ativa,Esmeralda,Mineração Nova Canaã,Santa Maria de Itabira,"-19,494006","-42,984895"
Garimpo inativo,Esmeralda,Limeira,Santa Maria de Itabira,"-19,481982","-42,980758"
